user_id,title,status
5452,Tour of Prague,Completed
4898,Vacation in Rome,Active
2510,Weekend in London,Active
2516,Weekend in Prague,Planned
1401,Weekend in New York,Completed
3564,Vacation in Vienna,Active
5574,Exploration of Barcelona,Planned
2601,Выходные в Сочи,Planned
9951,Выходные в Дубае,Active
4728,Vacation in Dubai,Active
367,Weekend in Rome,Completed
9218,Vacation in Amsterdam,Active
7473,Деловая поездка в Риме,Planned
4544,Деловая поездка в Стамбуле,Completed
5556,Отпуск в Казани,Completed
8872,Экскурсия в Берлине,Active
5511,Tour of Tokyo,Active
7117,Деловая поездка в Стамбуле,Completed
7888,Деловая поездка в Сочи,Completed
4315,Holiday in Berlin,Completed
5013,Выходные в Токио,Active
8072,Выходные в Стамбуле,Planned
2308,Exploration of Tokyo,Completed
881,Экскурсия в Берлине,Planned
1845,Деловая поездка в Стамбуле,Active
2048,Holiday in Paris,Planned
5457,Tour of Dubai,Completed
4715,Weekend in Berlin,Completed
4300,Tour of Barcelona,Planned
5985,Треккинг в Алтае,Active
1702,Деловая поездка в Дубае,Completed
7993,Выходные в Токио,Planned
6130,Треккинг в Дубае,Planned
3896,Exploration of New York,Completed
5727,Holiday in Prague,Active
5637,Треккинг в Сочи,Completed
5934,Vacation in Vienna,Active
726,Треккинг в Сочи,Completed
1927,Tour of Barcelona,Planned
4948,Деловая поездка в Париже,Active
4123,Треккинг в Петербурге,Completed
1574,Выходные в Дубае,Active
4024,Vacation in Bangkok,Planned
5233,Vacation in Bangkok,Completed
8181,Weekend in Prague,Completed
608,Отпуск в Берлине,Completed
6362,Отпуск в Петербурге,Planned
512,Vacation in Rome,Active
578,Tour of Amsterdam,Completed
4419,Tour of Bangkok,Active
9788,Треккинг в Алтае,Planned
1604,Экскурсия в Барселоне,Planned
5983,Business Trip to Vienna,Active
9591,Выходные в Дубае,Planned
3244,Tour of Berlin,Planned
5834,Exploration of London,Planned
947,Путешествие в Токио,Active
4426,Business Trip to Berlin,Completed
1745,Exploration of Paris,Planned
3106,Выходные в Сочи,Planned
5076,Business Trip to London,Active
3687,Экскурсия в Праге,Active
7236,Vacation in Prague,Planned
367,Экскурсия в Париже,Completed
7476,Business Trip to New York,Completed
7160,Exploration of Barcelona,Planned
413,Weekend in Barcelona,Completed
6801,Экскурсия в Петербурге,Completed
4333,Vacation in Barcelona,Completed
8571,Треккинг в Риме,Planned
2069,Business Trip to Barcelona,Planned
2727,Путешествие в Казани,Planned
1773,Holiday in Bangkok,Active
2405,Exploration of Tokyo,Planned
5218,Деловая поездка в Дубае,Completed
6186,Holiday in Berlin,Planned
5195,Отпуск в Риме,Active
8722,Holiday in New York,Planned
6260,Business Trip to Bangkok,Completed
5540,Путешествие в Токио,Completed
8846,Треккинг в Берлине,Active
7027,Vacation in Bangkok,Completed
4579,Vacation in Tokyo,Planned
2205,Отпуск в Сочи,Completed
3995,Деловая поездка в Сочи,Completed
1597,Выходные в Барселоне,Active
6377,Отпуск в Токио,Active
6470,Tour of Dubai,Planned
9389,Выходные в Дубае,Completed
7136,Треккинг в Берлине,Completed
6181,Треккинг в Алтае,Planned
6899,Holiday in Rome,Completed
3040,Tour of Barcelona,Planned
8940,Exploration of London,Active
4912,Выходные в Стамбуле,Planned
3706,Holiday in Barcelona,Planned
4873,Tour of Tokyo,Completed
7656,Треккинг в Стамбуле,Planned
607,Экскурсия в Берлине,Completed
335,Деловая поездка в Стамбуле,Planned
9250,Tour of Vienna,Planned
4889,Экскурсия в Риме,Completed
9768,Отпуск в Риме,Active
6124,Vacation in Berlin,Planned
8927,Выходные в Петербурге,Completed
7576,Отпуск в Алтае,Completed
1098,Holiday in London,Completed
5586,Tour of Paris,Planned
1853,Экскурсия в Париже,Active
8357,Деловая поездка в Токио,Planned
9888,Деловая поездка в Токио,Planned
8250,Business Trip to Vienna,Completed
1355,Деловая поездка в Петербурге,Planned
5346,Tour of Tokyo,Planned
4157,Путешествие в Праге,Completed
2001,Путешествие в Праге,Planned
772,Vacation in Barcelona,Completed
4007,Треккинг в Алтае,Planned
9551,Exploration of Amsterdam,Planned
3614,Треккинг в Петербурге,Planned
8077,Выходные в Праге,Planned
536,Треккинг в Петербурге,Completed
9391,Путешествие в Сочи,Completed
6259,Отпуск в Казани,Planned
3799,Holiday in Bangkok,Active
3422,Выходные в Токио,Planned
9132,Выходные в Петербурге,Active
7137,Vacation in London,Planned
5082,Экскурсия в Праге,Completed
7456,Holiday in Berlin,Completed
7741,Vacation in Berlin,Planned
4329,Tour of Prague,Completed
7393,Выходные в Сочи,Completed
5576,Отпуск в Сочи,Active
8739,Exploration of Tokyo,Completed
7190,Business Trip to Rome,Active
5644,Деловая поездка в Сочи,Planned
844,Треккинг в Алтае,Completed
4898,Tour of Rome,Planned
840,Треккинг в Петербурге,Planned
7366,Экскурсия в Праге,Planned
5594,Треккинг в Стамбуле,Completed
2486,Экскурсия в Стамбуле,Planned
8306,Экскурсия в Париже,Completed
9503,Треккинг в Сочи,Completed
6230,Weekend in Prague,Active
7109,Треккинг в Праге,Active
6681,Треккинг в Барселоне,Completed
8977,Треккинг в Петербурге,Completed
7475,Деловая поездка в Петербурге,Planned
3361,Tour of Barcelona,Planned
8143,Путешествие в Праге,Completed
7276,Отпуск в Париже,Completed
3906,Vacation in Barcelona,Active
6873,Экскурсия в Париже,Active
2752,Путешествие в Берлине,Planned
3963,Путешествие в Берлине,Completed
3765,Выходные в Париже,Completed
452,Tour of Amsterdam,Completed
4237,Holiday in Paris,Planned
5633,Business Trip to New York,Active
6420,Путешествие в Стамбуле,Planned
2238,Business Trip to Dubai,Completed
796,Выходные в Сочи,Planned
9105,Треккинг в Петербурге,Completed
5582,Отпуск в Стамбуле,Completed
8525,Weekend in Barcelona,Planned
5096,Exploration of Paris,Planned
7276,Деловая поездка в Барселоне,Planned
490,Выходные в Токио,Active
7318,Vacation in Vienna,Planned
3747,Business Trip to Barcelona,Planned
1232,Vacation in Rome,Completed
5342,Tour of Berlin,Completed
9449,Exploration of Dubai,Active
7931,Треккинг в Петербурге,Planned
1250,Путешествие в Сочи,Active
6697,Отпуск в Петербурге,Completed
9461,Деловая поездка в Риме,Active
3842,Путешествие в Токио,Active
109,Отпуск в Алтае,Planned
678,Выходные в Сочи,Planned
1300,Отпуск в Барселоне,Completed
60,Выходные в Алтае,Planned
4450,Деловая поездка в Токио,Active
2253,Holiday in Rome,Planned
4409,Путешествие в Петербурге,Planned
294,Weekend in Barcelona,Active
9358,Деловая поездка в Барселоне,Completed
3766,Tour of Paris,Active
5598,Треккинг в Берлине,Planned
9386,Exploration of Dubai,Planned
3898,Business Trip to London,Active
172,Отпуск в Сочи,Planned
9739,Путешествие в Казани,Active
4390,Exploration of New York,Active
1634,Tour of Paris,Planned
726,Exploration of London,Active
7920,Vacation in Amsterdam,Planned
1207,Vacation in Rome,Completed
2536,Holiday in New York,Planned
3717,Exploration of Dubai,Completed
4402,Business Trip to Dubai,Active
8283,Отпуск в Алтае,Active
6095,Vacation in Rome,Active
3458,Holiday in Dubai,Planned
9856,Отпуск в Петербурге,Planned
7529,Отпуск в Сочи,Completed
4900,Tour of Berlin,Active
2597,Деловая поездка в Стамбуле,Planned
8937,Отпуск в Барселоне,Planned
9423,Tour of Prague,Active
7115,Tour of Dubai,Planned
4226,Экскурсия в Сочи,Planned
5614,Exploration of Dubai,Active
2700,Tour of New York,Active
5531,Holiday in Tokyo,Planned
8496,Holiday in Paris,Completed
9362,Путешествие в Сочи,Completed
308,Business Trip to Tokyo,Active
6861,Holiday in Paris,Completed
9300,Треккинг в Риме,Active
5806,Выходные в Казани,Planned
2750,Экскурсия в Праге,Completed
2063,Треккинг в Барселоне,Completed
3618,Треккинг в Берлине,Planned
1385,Weekend in Vienna,Completed
1643,Business Trip to Dubai,Planned
1863,Business Trip to Barcelona,Planned
1079,Деловая поездка в Казани,Active
209,Holiday in Rome,Active
2063,Business Trip to Berlin,Completed
10008,Holiday in Tokyo,Active
5017,Треккинг в Токио,Completed
5293,Holiday in London,Completed
7886,Vacation in New York,Planned
9751,Путешествие в Барселоне,Active
2680,Tour of Prague,Completed
6598,Отпуск в Праге,Planned
9915,Exploration of Paris,Completed
911,Выходные в Казани,Planned
5108,Выходные в Токио,Active
5323,Экскурсия в Париже,Completed
4656,Путешествие в Риме,Active
8073,Holiday in Prague,Completed
7093,Деловая поездка в Сочи,Completed
3681,Weekend in Berlin,Completed
6558,Weekend in New York,Completed
9666,Holiday in New York,Planned
7681,Business Trip to New York,Active
4066,Exploration of Rome,Completed
4035,Выходные в Берлине,Planned
4073,Holiday in Berlin,Planned
3769,Отпуск в Барселоне,Planned
7794,Vacation in Vienna,Active
6133,Выходные в Барселоне,Planned
3771,Деловая поездка в Риме,Planned
2057,Путешествие в Алтае,Planned
465,Отпуск в Алтае,Completed
5313,Tour of Paris,Completed
4371,Holiday in Paris,Planned
2496,Holiday in Vienna,Planned
5586,Отпуск в Риме,Active
2561,Деловая поездка в Риме,Planned
3811,Vacation in Dubai,Completed
1235,Business Trip to Prague,Completed
5657,Weekend in Prague,Completed
5081,Weekend in Rome,Completed
7708,Экскурсия в Петербурге,Completed
5146,Отпуск в Казани,Active
3779,Треккинг в Дубае,Completed
4550,Отпуск в Казани,Planned
6726,Отпуск в Дубае,Completed
8790,Holiday in London,Planned
2154,Отпуск в Петербурге,Active
1199,Деловая поездка в Барселоне,Planned
9947,Tour of Bangkok,Completed
6882,Tour of Rome,Planned
3536,Tour of Paris,Completed
8277,Треккинг в Париже,Planned
1289,Tour of Prague,Planned
821,Exploration of Barcelona,Active
8413,Exploration of Rome,Active
3394,Выходные в Дубае,Planned
3983,Vacation in London,Completed
7752,Holiday in New York,Planned
5788,Exploration of Paris,Completed
577,Tour of New York,Completed
9123,Business Trip to London,Active
8586,Выходные в Барселоне,Completed
2566,Holiday in Vienna,Completed
1840,Weekend in Dubai,Planned
3165,Деловая поездка в Казани,Planned
7637,Holiday in Prague,Completed
472,Business Trip to Paris,Completed
9891,Треккинг в Стамбуле,Active
9334,Экскурсия в Сочи,Planned
4654,Business Trip to London,Active
1302,Выходные в Сочи,Active
7124,Треккинг в Праге,Active
6105,Треккинг в Алтае,Completed
1655,Деловая поездка в Алтае,Active
5753,Weekend in London,Planned
4976,Отпуск в Токио,Planned
7191,Путешествие в Париже,Completed
2207,Деловая поездка в Казани,Planned
3505,Выходные в Праге,Active
3965,Путешествие в Риме,Planned
9130,Треккинг в Барселоне,Completed
1766,Треккинг в Петербурге,Completed
207,Business Trip to Tokyo,Completed
2270,Weekend in New York,Planned
948,Weekend in Amsterdam,Completed
8312,Holiday in Paris,Completed
9604,Business Trip to Amsterdam,Completed
6578,Business Trip to Bangkok,Active
2214,Отпуск в Казани,Planned
3313,Weekend in Berlin,Active
974,Треккинг в Риме,Planned
5127,Деловая поездка в Стамбуле,Completed
291,Экскурсия в Сочи,Planned
9309,Holiday in London,Planned
4448,Выходные в Барселоне,Active
8136,Weekend in Rome,Active
6187,Деловая поездка в Барселоне,Active
5363,Vacation in Paris,Planned
4093,Путешествие в Сочи,Planned
6263,Tour of Rome,Planned
1292,Exploration of Amsterdam,Completed
4300,Треккинг в Дубае,Planned
8305,Vacation in New York,Planned
6596,Экскурсия в Токио,Completed
2945,Путешествие в Петербурге,Active
4816,Tour of Vienna,Completed
9564,Business Trip to London,Planned
2303,Треккинг в Алтае,Completed
4618,Путешествие в Париже,Planned
4253,Business Trip to Tokyo,Active
6438,Отпуск в Берлине,Completed
3846,Деловая поездка в Алтае,Planned
1208,Vacation in Bangkok,Planned
2499,Выходные в Дубае,Active
1996,Vacation in Amsterdam,Completed
9401,Выходные в Риме,Planned
7442,Vacation in Bangkok,Active
2034,Exploration of Amsterdam,Planned
5167,Tour of Vienna,Completed
2344,Holiday in Dubai,Active
9048,Business Trip to Tokyo,Planned
742,Отпуск в Сочи,Planned
1143,Vacation in Bangkok,Completed
5113,Деловая поездка в Риме,Completed
3793,Экскурсия в Риме,Active
9622,Weekend in Tokyo,Active
8231,Отпуск в Стамбуле,Completed
783,Tour of Dubai,Planned
8247,Путешествие в Риме,Planned
1714,Деловая поездка в Казани,Planned
7763,Путешествие в Петербурге,Planned
7740,Vacation in Dubai,Completed
448,Выходные в Сочи,Planned
9513,Exploration of Dubai,Planned
3763,Отпуск в Праге,Planned
4734,Экскурсия в Казани,Completed
1161,Выходные в Париже,Planned
6990,Tour of New York,Planned
1071,Exploration of Paris,Planned
6498,Экскурсия в Париже,Planned
8747,Holiday in New York,Planned
1551,Путешествие в Казани,Planned
4729,Деловая поездка в Петербурге,Planned
8537,Треккинг в Сочи,Completed
6203,Holiday in Amsterdam,Completed
9682,Деловая поездка в Токио,Planned
199,Business Trip to London,Completed
416,Tour of Dubai,Planned
1177,Путешествие в Дубае,Active
9407,Exploration of Berlin,Completed
606,Отпуск в Риме,Completed
1211,Треккинг в Праге,Completed
854,Weekend in Amsterdam,Planned
1521,Деловая поездка в Риме,Completed
5844,Треккинг в Казани,Active
3727,Экскурсия в Дубае,Active
9252,Holiday in New York,Planned
2651,Отпуск в Петербурге,Completed
435,Holiday in Berlin,Planned
21,Vacation in Tokyo,Completed
9596,Tour of Vienna,Active
5702,Выходные в Праге,Planned
7826,Tour of Berlin,Planned
7446,Треккинг в Сочи,Completed
2536,Выходные в Праге,Completed
3213,Exploration of New York,Completed
6163,Holiday in Berlin,Completed
2514,Holiday in London,Active
1516,Отпуск в Берлине,Planned
3290,Tour of Amsterdam,Planned
547,Деловая поездка в Алтае,Active
1660,Путешествие в Алтае,Active
2053,Экскурсия в Риме,Planned
5555,Экскурсия в Стамбуле,Active
3080,Weekend in Tokyo,Planned
6565,Треккинг в Токио,Completed
7338,Деловая поездка в Дубае,Completed
5369,Отпуск в Берлине,Active
3889,Путешествие в Петербурге,Completed
1623,Tour of London,Completed
9556,Weekend in New York,Planned
898,Треккинг в Барселоне,Planned
879,Экскурсия в Риме,Completed
1821,Holiday in Paris,Planned
5353,Выходные в Риме,Completed
7532,Деловая поездка в Сочи,Completed
8426,Отпуск в Берлине,Planned
9111,Holiday in Berlin,Active
4964,Tour of Amsterdam,Completed
9187,Tour of Barcelona,Planned
3573,Деловая поездка в Дубае,Planned
2046,Выходные в Дубае,Planned
6762,Weekend in New York,Completed
1151,Business Trip to Rome,Completed
8689,Business Trip to Paris,Active
1338,Tour of Tokyo,Planned
6299,Экскурсия в Дубае,Completed
3660,Business Trip to Berlin,Active
1907,Tour of Amsterdam,Planned
8303,Экскурсия в Стамбуле,Active
6781,Tour of Tokyo,Planned
3995,Треккинг в Дубае,Planned
9365,Holiday in Barcelona,Completed
2293,Exploration of Barcelona,Completed
6592,Vacation in Barcelona,Planned
9872,Треккинг в Сочи,Completed
9301,Путешествие в Барселоне,Planned
6791,Weekend in Tokyo,Completed
4562,Business Trip to Prague,Completed
8883,Отпуск в Риме,Planned
3647,Выходные в Сочи,Planned
8516,Треккинг в Петербурге,Active
5472,Деловая поездка в Стамбуле,Completed
915,Tour of Prague,Completed
7889,Exploration of Paris,Planned
5839,Holiday in Barcelona,Planned
4366,Business Trip to Dubai,Planned
6758,Экскурсия в Казани,Planned
369,Путешествие в Алтае,Active
1188,Vacation in Barcelona,Completed
5648,Exploration of Amsterdam,Completed
7675,Holiday in Dubai,Completed
9360,Деловая поездка в Петербурге,Completed
5175,Vacation in Amsterdam,Completed
2393,Выходные в Сочи,Completed
1205,Экскурсия в Берлине,Completed
7472,Экскурсия в Токио,Active
5819,Экскурсия в Петербурге,Completed
1706,Деловая поездка в Токио,Planned
2628,Отпуск в Париже,Active
5923,Путешествие в Париже,Completed
8326,Exploration of Barcelona,Completed
9153,Выходные в Берлине,Completed
2807,Vacation in Dubai,Completed
8548,Vacation in Barcelona,Completed
3761,Weekend in Tokyo,Active
2447,Выходные в Барселоне,Planned
7360,Exploration of Tokyo,Planned
7700,Экскурсия в Риме,Active
2625,Экскурсия в Казани,Completed
3430,Weekend in Rome,Planned
5362,Отпуск в Дубае,Completed
301,Vacation in Paris,Active
4974,Weekend in Prague,Planned
7034,Business Trip to Prague,Planned
3438,Выходные в Барселоне,Planned
5280,Экскурсия в Дубае,Active
47,Business Trip to Vienna,Planned
2333,Holiday in Tokyo,Planned
7486,Путешествие в Стамбуле,Planned
7123,Business Trip to Bangkok,Planned
9932,Выходные в Праге,Planned
2032,Выходные в Стамбуле,Planned
9145,Экскурсия в Сочи,Planned
3381,Weekend in New York,Planned
4141,Отпуск в Казани,Planned
6406,Выходные в Париже,Planned
8956,Экскурсия в Алтае,Active
1636,Экскурсия в Риме,Active
4905,Выходные в Праге,Planned
59,Weekend in Rome,Planned
100,Отпуск в Дубае,Completed
6684,Holiday in London,Planned
3198,Путешествие в Праге,Planned
2619,Holiday in Barcelona,Planned
9056,Weekend in Bangkok,Completed
3164,Holiday in Dubai,Completed
3851,Деловая поездка в Праге,Planned
5015,Выходные в Барселоне,Completed
3252,Vacation in Rome,Planned
5401,Weekend in New York,Active
7134,Tour of Dubai,Completed
9047,Tour of Paris,Planned
7294,Треккинг в Париже,Completed
326,Деловая поездка в Токио,Completed
8315,Треккинг в Петербурге,Planned
8906,Деловая поездка в Барселоне,Planned
3608,Экскурсия в Алтае,Completed
4834,Weekend in Amsterdam,Completed
741,Деловая поездка в Стамбуле,Active
5263,Треккинг в Стамбуле,Completed
1447,Путешествие в Петербурге,Completed
8983,Экскурсия в Сочи,Completed
7664,Путешествие в Петербурге,Completed
5328,Holiday in Rome,Planned
6375,Треккинг в Алтае,Completed
9347,Отпуск в Риме,Completed
2751,Путешествие в Берлине,Planned
8548,Tour of Paris,Planned
8422,Выходные в Казани,Completed
1153,Треккинг в Дубае,Active
8458,Holiday in Berlin,Planned
8124,Отпуск в Праге,Planned
4038,Exploration of Amsterdam,Completed
7851,Exploration of Barcelona,Active
5380,Vacation in Berlin,Planned
7959,Exploration of Vienna,Planned
2385,Holiday in Vienna,Completed
9189,Exploration of London,Active
1719,Weekend in Berlin,Completed
7659,Путешествие в Париже,Completed
9314,Отпуск в Петербурге,Planned
9624,Треккинг в Стамбуле,Completed
4870,Weekend in Dubai,Completed
4140,Weekend in Tokyo,Planned
709,Треккинг в Барселоне,Completed
2220,Деловая поездка в Сочи,Completed
4878,Weekend in Amsterdam,Planned
6407,Экскурсия в Сочи,Planned
9499,Exploration of Berlin,Completed
8450,Экскурсия в Дубае,Completed
9302,Tour of Amsterdam,Completed
9377,Weekend in Bangkok,Completed
7381,Business Trip to Vienna,Active
6827,Exploration of Rome,Planned
8623,Путешествие в Сочи,Completed
8009,Holiday in Berlin,Planned
7256,Vacation in Vienna,Completed
7630,Vacation in Vienna,Completed
3168,Отпуск в Дубае,Completed
8060,Business Trip to London,Active
2435,Экскурсия в Праге,Active
4629,Путешествие в Казани,Active
9897,Треккинг в Алтае,Completed
709,Business Trip to Rome,Completed
2265,Holiday in London,Planned
2599,Деловая поездка в Праге,Completed
5424,Weekend in Amsterdam,Active
4301,Vacation in Berlin,Planned
2097,Выходные в Петербурге,Planned
6945,Weekend in Paris,Active
5849,Деловая поездка в Праге,Active
687,Business Trip to Paris,Planned
1861,Отпуск в Берлине,Active
5066,Деловая поездка в Стамбуле,Planned
7703,Vacation in Barcelona,Planned
9236,Экскурсия в Стамбуле,Planned
2417,Экскурсия в Париже,Completed
5324,Экскурсия в Казани,Planned
2521,Путешествие в Токио,Completed
433,Деловая поездка в Сочи,Active
5779,Отпуск в Сочи,Planned
5306,Weekend in Amsterdam,Planned
2066,Business Trip to Prague,Planned
109,Выходные в Токио,Completed
5106,Business Trip to Berlin,Completed
7998,Путешествие в Стамбуле,Completed
1012,Выходные в Париже,Planned
2916,Business Trip to London,Active
2329,Tour of Amsterdam,Planned
3011,Треккинг в Петербурге,Planned
5525,Tour of Rome,Active
9921,Экскурсия в Петербурге,Planned
1100,Holiday in Rome,Planned
915,Путешествие в Сочи,Planned
544,Треккинг в Петербурге,Completed
1877,Экскурсия в Риме,Active
3173,Holiday in Berlin,Active
1189,Business Trip to Amsterdam,Completed
9985,Отпуск в Алтае,Planned
7871,Путешествие в Казани,Planned
912,Business Trip to Barcelona,Active
7591,Деловая поездка в Барселоне,Active
888,Треккинг в Токио,Planned
8872,Tour of Barcelona,Completed
2381,Путешествие в Барселоне,Planned
8496,Holiday in Prague,Planned
1297,Business Trip to London,Completed
9068,Деловая поездка в Сочи,Active
6867,Треккинг в Алтае,Planned
4436,Отпуск в Стамбуле,Active
319,Weekend in Dubai,Planned
4212,Weekend in Barcelona,Planned
3564,Выходные в Праге,Planned
8108,Exploration of Tokyo,Planned
60,Holiday in Amsterdam,Planned
5212,Выходные в Париже,Completed
1416,Треккинг в Токио,Active
7435,Business Trip to Bangkok,Planned
6536,Exploration of Barcelona,Active
2403,Holiday in Prague,Planned
6188,Выходные в Париже,Planned
3210,Vacation in Vienna,Active
6951,Выходные в Праге,Completed
8893,Business Trip to Rome,Completed
6577,Выходные в Стамбуле,Completed
1051,Треккинг в Токио,Planned
2019,Weekend in Barcelona,Active
5915,Деловая поездка в Дубае,Completed
1364,Vacation in Rome,Active
1403,Exploration of Vienna,Planned
324,Vacation in Prague,Planned
20,Holiday in Vienna,Active
1684,Отпуск в Петербурге,Active
1696,Vacation in Dubai,Completed
954,Путешествие в Казани,Completed
9487,Выходные в Стамбуле,Planned
2485,Weekend in London,Planned
880,Отпуск в Риме,Planned
9350,Vacation in Vienna,Active
1739,Экскурсия в Алтае,Planned
2894,Отпуск в Барселоне,Planned
4736,Business Trip to Vienna,Completed
3763,Exploration of Barcelona,Planned
196,Business Trip to Amsterdam,Completed
7712,Треккинг в Стамбуле,Active
7549,Holiday in Vienna,Completed
5469,Exploration of London,Planned
7395,Weekend in Barcelona,Planned
6285,Holiday in Amsterdam,Completed
4226,Business Trip to Paris,Planned
6627,Деловая поездка в Праге,Planned
4780,Экскурсия в Алтае,Planned
3075,Треккинг в Берлине,Completed
6943,Tour of Prague,Active
9961,Треккинг в Риме,Completed
6173,Vacation in Bangkok,Planned
8134,Tour of Tokyo,Active
761,Exploration of Tokyo,Completed
6406,Vacation in Tokyo,Planned
572,Business Trip to New York,Active
2801,Отпуск в Дубае,Planned
4186,Отпуск в Стамбуле,Completed
9140,Путешествие в Сочи,Planned
3990,Выходные в Праге,Active
1593,Vacation in Prague,Completed
8489,Экскурсия в Риме,Completed
4101,Выходные в Токио,Completed
5268,Business Trip to Rome,Planned
9452,Треккинг в Дубае,Planned
7438,Business Trip to Vienna,Planned
8715,Отпуск в Барселоне,Planned
6859,Деловая поездка в Стамбуле,Completed
8116,Business Trip to Paris,Planned
5438,Путешествие в Стамбуле,Active
7935,Exploration of Rome,Completed
2309,Weekend in Dubai,Completed
4185,Exploration of Tokyo,Active
6334,Путешествие в Стамбуле,Planned
7466,Tour of Prague,Active
4130,Business Trip to Rome,Planned
1287,Выходные в Алтае,Active
4448,Путешествие в Стамбуле,Completed
2965,Выходные в Стамбуле,Completed
8495,Tour of Amsterdam,Completed
8598,Выходные в Алтае,Planned
5397,Tour of Tokyo,Completed
3861,Отпуск в Стамбуле,Completed
2232,Exploration of Prague,Completed
6815,Vacation in Prague,Planned
9865,Экскурсия в Петербурге,Planned
1049,Exploration of Berlin,Planned
4083,Vacation in Rome,Planned
4568,Exploration of Tokyo,Completed
7841,Tour of Prague,Completed
5726,Отпуск в Алтае,Active
6588,Путешествие в Праге,Completed
1018,Tour of Paris,Completed
5494,Exploration of Paris,Completed
3803,Отпуск в Барселоне,Completed
7365,Weekend in Berlin,Planned
3493,Holiday in Barcelona,Completed
8062,Выходные в Дубае,Completed
4658,Деловая поездка в Казани,Planned
